date,sentence_idx,sentence,p_pos,p_neu,p_neg,score,entropy,model_tag
2000-03-21,6,The discount rate is the rate charged depository institutions when they borrow short-term adjustment credit from their district Federal Reserve Banks.,0.10005412250757217,0.792499303817749,0.1074465960264206,-0.007392473518848419,0.6543232379891953,finbert-cal
2000-05-16,0,The Federal Open Market Committee voted today to raise its target for the federal funds rate by 50 basis points to 6-1/2 percent.,0.10540551692247391,0.8302977681159973,0.06429673731327057,0.04110877960920334,0.5680134212135685,finbert-cal
2000-05-16,1,"In a related action, the Board of Governors approved a 50 basis point increase in the discount rate to 6 percent.",0.11455116420984268,0.8189328908920288,0.06651603430509567,0.04803512990474701,0.5920655061939657,finbert-cal
2000-05-16,2,"Increases in demand have remained in excess of even the rapid pace of productivity-driven gains in potential supply, exerting continued pressure on resources.",0.11045561730861664,0.12440092116594315,0.7651435136795044,-0.6546878963708878,0.7074541305374732,finbert-cal
2000-05-16,3,"The Committee is concerned that this disparity in the growth of demand and potential supply will continue, which could foster inflationary imbalances that would undermine the economy's outstanding performance.",0.11860883980989456,0.14591315388679504,0.7354780435562134,-0.6168692037463188,0.7596747789971829,finbert-cal
2000-05-16,4,"Against the background of its long-term goals of price stability and sustainable economic growth and of the information already available, the Committee believes the risks are weighted mainly toward conditions that may generate heightened inflation pressures in the foreseeable future.",0.14795470237731934,0.16253048181533813,0.6895148158073425,-0.5415601134300232,0.8343579925902993,finbert-cal
2000-05-16,5,"In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, Cleveland, Richmond, and San Francisco.",0.09666727483272552,0.8425878882408142,0.060744840651750565,0.03592243418097496,0.5403281109847574,finbert-cal
2000-05-16,6,The discount rate is the rate charged depository institutions when they borrow short-term adjustment credit from their district Federal Reserve Banks.,0.10005412250757217,0.792499303817749,0.1074465960264206,-0.007392473518848419,0.6543232379891953,finbert-cal
2000-06-28,0,"The Federal Open Market Committee at its meeting today decided to maintain the existing stance of monetary policy, keeping its target for the federal funds rate at 6-1/2 percent.",0.09905215352773666,0.8273943662643433,0.07355348765850067,0.025498665869235992,0.5777445914995043,finbert-cal
2000-06-28,1,Recent data suggest that the expansion of aggregate demand may be moderating toward a pace closer to the rate of growth of the economy's potential to produce.,0.7361965179443359,0.1817309707403183,0.08207249641418457,0.6541240215301514,0.7405526695847132,finbert-cal
2000-06-28,2,"Although core measures of prices are rising slightly faster than a year ago, continuing rapid advances in productivity have been containing costs and holding down underlying price pressures.",0.7266616821289062,0.15660008788108826,0.1167382001876831,0.6099234819412231,0.7730976721176144,finbert-cal
2000-06-28,3,"Nonetheless, signs that growth in demand is moving to a sustainable pace are still tentative and preliminary, and the utilization of the pool of available workers remains at an unusually high level.",0.1469157487154007,0.5848581194877625,0.26822617650032043,-0.12131042778491974,0.9484442826874628,finbert-cal
2000-06-28,4,"In these circumstances, and against the background of its long-term goals of price stability and sustainable economic growth and of the information currently available, the Committee believes the risks continue to be weighted mainly toward conditions that may generate heightened inflation pressures in the foreseeable future.",0.14063535630702972,0.15875090658664703,0.7006137371063232,-0.5599783807992935,0.8173137192911769,finbert-cal
2000-08-22,0,"The Federal Open Market Committee at its meeting today decided to maintain the existing stance of monetary policy, keeping its target for the federal funds rate at 6-1/2 percent.",0.09905215352773666,0.8273943662643433,0.07355348765850067,0.025498665869235992,0.5777445914995043,finbert-cal
2000-08-22,1,Recent data have indicated that the expansion of aggregate demand is moderating toward a pace closer to the rate of growth of the economy's potential to produce.,0.7205989956855774,0.19750168919563293,0.08189934492111206,0.6386996507644653,0.7614036097489301,finbert-cal
2000-08-22,2,The data also have indicated that more rapid advances in productivity have been raising that potential growth rate as well as containing costs and holding down underlying price pressures.,0.7648800015449524,0.14433513581752777,0.0907849371433258,0.6740950644016266,0.7022100533366363,finbert-cal
2000-08-22,3,"Nonetheless, the Committee remains concerned about the risk of a continuing gap between the growth of demand and potential supply at a time when the utilization of the pool of available workers remains at an unusually high level.",0.11425111442804337,0.13912200927734375,0.7466268539428711,-0.6323757395148277,0.7404129099765719,finbert-cal
2000-08-22,4,"Against the background of its long-term goals of price stability and sustainable economic growth and of the information currently available, the Committee believes the risks continue to be weighted mainly toward conditions that may generate heightened inflation pressures in the foreseeable future.",0.15504726767539978,0.15895970165729523,0.6859930157661438,-0.530945748090744,0.8398979553390158,finbert-cal
2000-10-03,0,"The Federal Open Market Committee at its meeting today decided to maintain the existing stance of monetary policy, keeping its target for the federal funds rate at 6-1/2 percent.",0.09905215352773666,0.8273943662643433,0.07355348765850067,0.025498665869235992,0.5777445914995043,finbert-cal
2000-10-03,1,Recent data have indicated that the expansion of aggregate demand has moderated to a pace closer to the enhanced rate of growth of the economy's potential to produce.,0.791730523109436,0.13077344000339508,0.0774960070848465,0.7142345160245895,0.6491253842429863,finbert-cal
2000-10-03,2,The more rapid advances in productivity also continue to help contain costs and hold down underlying price pressures.,0.7525535225868225,0.14718790352344513,0.10025858879089355,0.652294933795929,0.7265519853891289,finbert-cal
2000-10-03,3,"However, the utilization of the pool of available workers remains at an unusually high level.",0.14512819051742554,0.40159985423088074,0.45327189564704895,-0.3081437051296234,1.0051539247001555,finbert-cal
2000-10-03,4,"Moreover, the increase in energy prices, though having limited effect on core measures of prices to date, poses a risk of raising inflation expectations.",0.162652850151062,0.24613672494888306,0.5912104249000549,-0.4285575747489929,0.9511814121873479,finbert-cal
2000-10-03,5,The subdued behavior of those expectations so far has contributed importantly to maintaining an environment conducive to maximum sustainable growth.,0.7319355607032776,0.17967632412910461,0.08838819712400436,0.6435473635792732,0.7512731781161104,finbert-cal
2000-10-03,6,"Against the background of its long-term goals of price stability and sustainable economic growth and of the information currently available, the Committee believes the risks continue to be weighted mainly toward conditions that may generate heightened inflation pressures in the future.",0.15949741005897522,0.15896673500537872,0.6815358996391296,-0.5220384895801544,0.8464484032200199,finbert-cal
2000-11-15,0,"The Federal Open Market Committee at its meeting today decided to maintain the existing stance of monetary policy, keeping its target for the federal funds rate at 6-1/2 percent.",0.09905215352773666,0.8273943662643433,0.07355348765850067,0.025498665869235992,0.5777445914995043,finbert-cal
2000-11-15,1,"The utilization of the pool of available workers remains at an unusually high level, and the increase in energy prices, though having limited effect on core measures of prices to date, still harbors the possibility of raising inflation expectations.",0.18717296421527863,0.26756858825683594,0.5452584624290466,-0.358085498213768,0.9971035045736867,finbert-cal
2000-11-15,2,"The Committee, accordingly, continues to see a risk of heightened inflation pressures.",0.13031935691833496,0.1537444293498993,0.7159362435340881,-0.5856168866157532,0.7926816002706837,finbert-cal
2000-11-15,3,"However, softening in business and household demand and tightening conditions in financial markets over recent months suggest that the economy could expand for a time at a pace below the productivity-enhanced rate of growth of its potential to produce.",0.2379290759563446,0.5682264566421509,0.1938444823026657,0.044084593653678894,0.980836525146213,finbert-cal
2000-11-15,4,"Nonetheless, to date the easing of demand pressures has not been sufficient to warrant a change in the Committee's judgment that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks continue to be weighted mainly toward conditions that may generate heightened inflation pressures in the foreseeable future.",0.14910542964935303,0.16912952065467834,0.6817650198936462,-0.5326595902442932,0.8454851264828969,finbert-cal
2000-12-19,0,"The Federal Open Market Committee at its meeting today decided to maintain the existing stance of monetary policy, keeping its target for the federal funds rate at 6-1/2 percent.",0.09905215352773666,0.8273943662643433,0.07355348765850067,0.025498665869235992,0.5777445914995043,finbert-cal
2000-12-19,1,"The drag on demand and profits from rising energy costs, as well as eroding consumer confidence, reports of substantial shortfalls in sales and earnings, and stress in some segments of the financial markets suggest that economic growth may be slowing further.",0.14905424416065216,0.15076814591884613,0.7001776099205017,-0.5511233657598495,0.8185298840930795,finbert-cal
2000-12-19,2,"While some inflation risks persist, they are diminished by the more moderate pace of economic activity and by the absence of any indication that longer-term inflation expectations have increased.",0.7135263681411743,0.1702730804681778,0.1162005066871643,0.59732586145401,0.7923984004259604,finbert-cal
2000-12-19,3,The Committee will continue to monitor closely the evolving economic situation.,0.11444048583507538,0.7868714928627014,0.0986880287528038,0.015752457082271576,0.6652190826183435,finbert-cal
2000-12-19,4,"Against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the Committee consequently believes that the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future.",0.09490112215280533,0.11239559203386307,0.7927032709121704,-0.6978021487593651,0.6533009810131374,finbert-cal
2001-01-03,0,The Federal Open Market Committee decided today to lower its target for the federal funds rate by 50 basis points to 6 percent.,0.09720151871442795,0.8202874660491943,0.08251103013753891,0.014690488576889038,0.5949234627247021,finbert-cal
2001-01-03,1,"In a related action, the Board of Governors approved a 25-basis-point decrease in the discount rate to 5-3/4 percent, the level requested by seven Reserve Banks.",0.10621179640293121,0.8151976466178894,0.07859048247337341,0.0276213139295578,0.6046211069237707,finbert-cal
2001-01-03,2,The Board also indicated that it stands ready to approve a further reduction of 25 basis points in the discount rate to 5-1/2 percent on the requests of Federal Reserve Banks.,0.2578475773334503,0.673298716545105,0.06885366141796112,0.1889939159154892,0.8000540636804465,finbert-cal
2001-01-03,3,"These actions were taken in light of further weakening of sales and production, and in the context of lower consumer confidence, tight conditions in some segments of financial markets, and high energy prices sapping household and business purchasing power.",0.11190158128738403,0.15767309069633484,0.7304253578186035,-0.6185237765312195,0.765785545696409,finbert-cal
2001-01-03,4,"Moreover, inflation pressures remain contained.",0.1405046284198761,0.18686509132385254,0.672630250453949,-0.5321256220340729,0.8559219305214606,finbert-cal
2001-01-03,5,"Nonetheless, to date there is little evidence to suggest that longer-term advances in technology and associated gains in productivity are abating.",0.7801095843315125,0.1363428235054016,0.08354756236076355,0.6965620219707489,0.6727852503843954,finbert-cal
2001-01-03,6,"The Committee continues to believe that, against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future.",0.093660369515419,0.11610963940620422,0.7902300357818604,-0.6965696662664413,0.6578496991670775,finbert-cal
2001-01-03,7,"In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of New York, Cleveland, Atlanta, St. Louis, Kansas City, Dallas and San Francisco.",0.09818509966135025,0.839827299118042,0.06198768690228462,0.03619741275906563,0.546853863896394,finbert-cal
2001-01-31,0,The Federal Open Market Committee at its meeting today decided to lower its target for the federal funds rate by 50 basis points to 5-1/2 percent.,0.1027604341506958,0.8118103742599487,0.08542920649051666,0.017331227660179138,0.6132311711781931,finbert-cal
2001-01-31,1,"In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 5 percent.",0.1086021289229393,0.8178799748420715,0.07351788878440857,0.03508424013853073,0.5974283797174125,finbert-cal
2001-01-31,2,"Consumer and business confidence has eroded further, exacerbated by rising energy costs that continue to drain consumer purchasing power and press on business profit margins.",0.11251215636730194,0.10876347869634628,0.7787243723869324,-0.6662122160196304,0.6818625768961732,finbert-cal
2001-01-31,3,"Partly as a consequence, retail sales and business spending on capital equipment have weakened appreciably.",0.11905648559331894,0.11249779164791107,0.7684456706047058,-0.6493891850113869,0.7015559165137417,finbert-cal
2001-01-31,4,"In response, manufacturing production has been cut back sharply, with new technologies appearing to have accelerated the response of production and demand to potential excesses in the stock of inventories and capital equipment.",0.12480752915143967,0.12363386154174805,0.7515585422515869,-0.6267510131001472,0.7328200753509144,finbert-cal
2001-01-31,5,"Taken together, and with inflation contained, these circumstances have called for a rapid and forceful response of monetary policy.",0.1242198571562767,0.7686857581138611,0.10709431022405624,0.01712554693222046,0.7005596802782497,finbert-cal
2001-01-31,6,"The longer-term advances in technology and accompanying gains in productivity, however, exhibit few signs of abating and these gains, along with the lower interest rates, should support growth of the economy over time.",0.7919148206710815,0.12705649435520172,0.08102872222661972,0.7108860984444618,0.6505093600712116,finbert-cal
2001-01-31,7,"Nonetheless, the Committee continues to believe that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future.",0.09180215001106262,0.11449246108531952,0.793705403804779,-0.7019032537937164,0.6507478826530717,finbert-cal
2001-01-31,8,"In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of New York, Philadelphia, Cleveland, Atlanta, Chicago, St. Louis, Minneapolis, Dallas and San Francisco.",0.09904126077890396,0.8401271104812622,0.06083163246512413,0.03820962831377983,0.5456639437029424,finbert-cal
2001-03-20,0,The Federal Open Market Committee at its meeting today decided to lower its target for the federal funds rate by 50 basis points to 5 percent.,0.10119043290615082,0.814926266670227,0.08388333767652512,0.017307095229625702,0.606473426617224,finbert-cal
2001-03-20,1,"In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 4-1/2 percent.",0.1127668172121048,0.8144561648368835,0.07277696579694748,0.03998985141515732,0.6039622266259203,finbert-cal
2001-03-20,2,"Persistent pressures on profit margins are restraining investment spending and, through declines in equity wealth, consumption.",0.10707885026931763,0.1330583393573761,0.7598628997802734,-0.6527840495109558,0.7162803001137916,finbert-cal
2001-03-20,3,"The associated backup in inventories has induced a rapid response in manufacturing output and, with spending having firmed a bit since last year, inventory adjustment appears to be well underway.",0.792210578918457,0.11821313202381134,0.08957631140947342,0.7026342675089836,0.6530621239119391,finbert-cal
2001-03-20,4,"Although current developments do not appear to have materially diminished the prospects for long-term growth in productivity, excess productive capacity has emerged recently.",0.1125069260597229,0.12105617672204971,0.7664368748664856,-0.6539299488067627,0.7052830848276188,finbert-cal
2001-03-20,5,The possibility that this excess could continue for some time and the potential for weakness in global economic conditions suggest substantial risks that demand and production could remain soft.,0.11713116616010666,0.13360603153705597,0.7492627501487732,-0.6321315839886665,0.736399773053913,finbert-cal
2001-03-20,6,"In these circumstances, when the economic situation could be evolving rapidly, the Federal Reserve will need to monitor developments closely.",0.08997352421283722,0.7887343764305115,0.1212921142578125,-0.03131859004497528,0.6597369425540115,finbert-cal
2001-03-20,7,"The Committee continues to believe that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future.",0.09372716397047043,0.11573933809995651,0.7905334830284119,-0.6968063190579414,0.6572813608414965,finbert-cal
2001-03-20,8,"In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of all twelve Reserve Banks.",0.10079848021268845,0.8395426869392395,0.05965888872742653,0.04113959148526192,0.5463148146774235,finbert-cal
2001-04-18,0,The Federal Open Market Committee decided today to lower its target for the federal funds rate by 50 basis points to 4-1/2 percent.,0.09743566066026688,0.819436252117157,0.08312806487083435,0.014307595789432526,0.596837019349539,finbert-cal
2001-04-18,1,"In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 4 percent.",0.10937795788049698,0.8172898292541504,0.07333222776651382,0.036045730113983154,0.5985442753279264,finbert-cal
2001-04-18,2,The FOMC has reviewed prospects for the economy in light of the information that has become available since its March meeting.,0.09812899678945541,0.7941421866416931,0.10772887617349625,-0.009599879384040833,0.6508825384262282,finbert-cal
2001-04-18,3,A significant reduction in excess inventories seems well advanced.,0.7503772377967834,0.14262433350086212,0.1069984957575798,0.6433787420392036,0.7323947757752882,finbert-cal
2001-04-18,4,"Consumption and housing expenditures have held up reasonably well, though activity in these areas has flattened recently.",0.45812490582466125,0.1906833052635193,0.35119175910949707,0.10693314671516418,1.0411027218523485,finbert-cal
2001-04-18,5,"Although measured productivity probably weakened in the first quarter, the impressive underlying rate of increase that developed in recent years appears to be largely intact.",0.7650181651115417,0.14770156145095825,0.08728024363517761,0.6777379214763641,0.7002471193789055,finbert-cal
2001-04-18,6,"Nonetheless, capital investment has continued to soften and the persistent erosion in current and expected profitability, in combination with rising uncertainty about the business outlook, seems poised to dampen capital spending going forward.",0.12386145442724228,0.12331259250640869,0.752825915813446,-0.6289644613862038,0.7305365790024747,finbert-cal
2001-04-18,7,"This potential restraint, together with the possible effects of earlier reductions in equity wealth on consumption and the risk of slower growth abroad, threatens to keep the pace of economic activity unacceptably weak.",0.11026758700609207,0.1332189291715622,0.7565134763717651,-0.6462458893656731,0.7227542304638935,finbert-cal
2001-04-18,8,"As a consequence, the Committee agreed that an adjustment in the stance of policy is warranted during this extended intermeeting period.",0.1510353982448578,0.7405877709388733,0.10837680846452713,0.04265858978033066,0.7487286206081152,finbert-cal
2001-04-18,9,"The Committee continues to believe that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future.",0.09372716397047043,0.11573933809995651,0.7905334830284119,-0.6968063190579414,0.6572813608414965,finbert-cal
2001-04-18,10,"In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Atlanta, Minneapolis, Dallas, and San Francisco.",0.09539127349853516,0.841711699962616,0.0628969818353653,0.03249429166316986,0.5431784445546496,finbert-cal
2001-05-15,0,The Federal Open Market Committee at its meeting today decided to lower its target for the federal funds rate by 50 basis points to 4 percent.,0.1007835641503334,0.8159410357475281,0.0832754373550415,0.0175081267952919,0.6042388365886792,finbert-cal
2001-05-15,1,"In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 3-1/2 percent.",0.11101891100406647,0.8164408206939697,0.07254023104906082,0.038478679955005646,0.5999180956352382,finbert-cal
2001-05-15,2,A significant reduction in excess inventories seems well advanced.,0.7503772377967834,0.14262433350086212,0.1069984957575798,0.6433787420392036,0.7323947757752882,finbert-cal
2001-05-15,3,"Consumption and housing expenditures have held up reasonably well, though activity in these areas has flattened recently.",0.45812490582466125,0.1906833052635193,0.35119175910949707,0.10693314671516418,1.0411027218523485,finbert-cal
2001-05-15,4,"Investment in capital equipment, however, has continued to decline.",0.11395719647407532,0.13864034414291382,0.7474024891853333,-0.6334452927112579,0.7390502235415563,finbert-cal
2001-05-15,5,"The erosion in current and prospective profitability, in combination with considerable uncertainty about the business outlook, seems likely to hold down capital spending going forward.",0.10089769959449768,0.11333413422107697,0.7857681512832642,-0.6848704516887665,0.6676428488701316,finbert-cal
2001-05-15,6,"This potential restraint, together with the possible effects of earlier reductions in equity wealth on consumption and the risk of slower growth abroad, continues to weigh on the economy.",0.12502165138721466,0.13320013880729675,0.7417781949043274,-0.6167565435171127,0.7500449147728047,finbert-cal
2001-05-15,7,"With pressures on labor and product markets easing, inflation is expected to remain contained.",0.2977052628993988,0.46843355894088745,0.23386116325855255,0.06384409964084625,1.0557634611460633,finbert-cal
2001-05-15,8,"Although measured productivity growth stalled in the first quarter, the impressive underlying rate of increase that developed in recent years appears to be largely intact, supporting longer-term prospects.",0.7878906726837158,0.13223448395729065,0.07987487316131592,0.7080157995223999,0.657231190798439,finbert-cal
2001-05-15,9,"The Committee continues to believe that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future.",0.09372716397047043,0.11573933809995651,0.7905334830284119,-0.6968063190579414,0.6572813608414965,finbert-cal
2001-05-15,10,"In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of New York, Richmond, Chicago, St. Louis and San Francisco.",0.09975161403417587,0.8399487733840942,0.060299649834632874,0.039451964199543,0.5457810796501714,finbert-cal
2001-06-27,0,The Federal Open Market Committee at its meeting today decided to lower its target for the federal funds rate by 25 basis points to 3-3/4 percent.,0.10383307188749313,0.8095251321792603,0.08664176613092422,0.01719130575656891,0.6181610156690053,finbert-cal
2001-06-27,1,"In a related action, the Board of Governors approved a 25 basis point reduction in the discount rate to 3-1/4 percent.",0.11118357628583908,0.8160714507102966,0.07274508476257324,0.03843849152326584,0.6007419438348754,finbert-cal
2001-06-27,2,Today's action by the FOMC brings the decline in the target federal funds rate since the beginning of the year to 275 basis points.,0.15519273281097412,0.7366218566894531,0.10818535834550858,0.047007374465465546,0.7549030717446561,finbert-cal
2001-06-27,3,"The patterns evident in recent months--declining profitability and business capital spending, weak expansion of consumption, and slowing growth abroad--continue to weigh on the economy.",0.09755632281303406,0.1481371372938156,0.7543064951896667,-0.6567501723766327,0.7226120987402181,finbert-cal
2001-06-27,4,The associated easing of pressures on labor and product markets is expected to keep inflation contained.,0.6037774085998535,0.2321120798587799,0.16411049664020538,0.43966691195964813,0.940226498587652,finbert-cal
2001-06-27,5,"Although continuing favorable trends bolster long-term prospects for productivity growth and the economy, the Committee continues to believe that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future.",0.1080150380730629,0.12189403176307678,0.7700909376144409,-0.662075899541378,0.6981080906379038,finbert-cal
2001-06-27,6,"In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Atlanta, Chicago, Dallas and San Francisco.",0.09775199741125107,0.8414703011512756,0.0607776865363121,0.036974310874938965,0.5427563353437317,finbert-cal
2001-08-21,0,The Federal Open Market Committee at its meeting today decided to lower its target for the federal funds rate by 25 basis points to 3-1/2 percent.,0.10489971190690994,0.8099061846733093,0.08519420027732849,0.01970551162958145,0.6170988991543003,finbert-cal
2001-08-21,1,"In a related action, the Board of Governors approved a 25 basis point reduction in the discount rate to 3 percent.",0.10990781337022781,0.817219614982605,0.07287265360355377,0.03703515976667404,0.5984991011029707,finbert-cal
2001-08-21,2,Today's action by the FOMC brings the decline in the target federal funds rate since the beginning of the year to 300 basis points.,0.15469130873680115,0.7391839027404785,0.10612474381923676,0.04856656491756439,0.7501444040381847,finbert-cal
2001-08-21,3,"Household demand has been sustained, but business profits and capital spending continue to weaken and growth abroad is slowing, weighing on the U.S. economy.",0.101260706782341,0.14814718067646027,0.750592052936554,-0.649331346154213,0.7301266701836752,finbert-cal
2001-08-21,4,The associated easing of pressures on labor and product markets is expected to keep inflation contained.,0.6037774085998535,0.2321120798587799,0.16411049664020538,0.43966691195964813,0.940226498587652,finbert-cal
2001-08-21,5,"Although long-term prospects for productivity growth and the economy remain favorable, the Committee continues to believe that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future.",0.10377342998981476,0.11943369358778,0.7767928838729858,-0.6730194538831711,0.685102811159366,finbert-cal
2001-08-21,6,"In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Richmond, Chicago, Kansas City and Dallas.",0.10097786039113998,0.8388056755065918,0.06021645665168762,0.04076140373945236,0.5481663536793518,finbert-cal
2001-09-17,0,The Federal Open Market Committee decided today to lower its target for the federal funds rate by 50 basis points to 3 percent.,0.09755483269691467,0.8212394714355469,0.08120568841695786,0.016349144279956818,0.5926674708968256,finbert-cal
2001-09-17,1,"In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 2-1/2 percent.",0.11151766031980515,0.815792977809906,0.07268937677145004,0.0388282835483551,0.6012727105297586,finbert-cal
2001-09-17,2,"The Federal Reserve will continue to supply unusually large volumes of liquidity to the financial markets, as needed, until more normal market functioning is restored.",0.20117312669754028,0.6394529342651367,0.15937401354312897,0.041799113154411316,0.9012161489891086,finbert-cal
2001-09-17,3,"As a consequence, the FOMC recognizes that the actual federal funds rate may be below its target on occasion in these unusual circumstances.",0.1069449707865715,0.7800300717353821,0.11302492022514343,-0.00607994943857193,0.6792573532675245,finbert-cal
2001-09-17,4,"Even before the tragic events of last week, employment, production, and business spending remained weak, and last week's events have the potential to damp spending further.",0.09609434753656387,0.10391344130039215,0.7999922037124634,-0.7038978561758995,0.6388951831081291,finbert-cal
2001-09-17,5,"Nonetheless, the long-term prospects for productivity growth and the economy remain favorable and should become evident once the unusual forces restraining demand abate.",0.7854181528091431,0.1389366090297699,0.07564523816108704,0.709772914648056,0.6592269004995802,finbert-cal
2001-09-17,6,"For the foreseeable future, the Committee continues to believe that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness.",0.09129251539707184,0.12173821777105331,0.7869693040847778,-0.695676788687706,0.6634231325585261,finbert-cal
2001-09-17,7,"In taking the discount rate action, the Federal Reserve Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Richmond, Chicago, Minneapolis, Dallas, and San Francisco.",0.0969252735376358,0.8428847193717957,0.060189902782440186,0.03673537075519562,0.539424507954937,finbert-cal
2001-10-02,0,The Federal Open Market Committee decided today to lower its target for the federal funds rate by 50 basis points to 2-1/2 percent.,0.09775421023368835,0.8199542164802551,0.0822916328907013,0.01546257734298706,0.5955964225488314,finbert-cal
